url,title,price,techs
https://parsemachine.com/sandbox/catalog/tovar-113/,Товар №113,"2,200","{'Ширина': '3113 см.', 'Высота': '4113 см.', 'Глубина': '5113 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-114/,Товар №114,"20,000","{'Ширина': '3114 см.', 'Высота': '4114 см.', 'Глубина': '5114 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-112/,Товар №112,"5,300","{'Ширина': '3112 см.', 'Высота': '4112 см.', 'Глубина': '5112 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-87/,Товар №87,"19,000","{'Ширина': '387 см.', 'Высота': '487 см.', 'Глубина': '587 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-36/,Товар №36,"8,400","{'Ширина': '336 см.', 'Высота': '436 см.', 'Глубина': '536 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-35/,Товар №35,"6,000","{'Ширина': '335 см.', 'Высота': '435 см.', 'Глубина': '535 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-34/,Товар №34,"17,500","{'Ширина': '334 см.', 'Высота': '434 см.', 'Глубина': '534 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-33/,Товар №33,"12,900","{'Ширина': '333 см.', 'Высота': '433 см.', 'Глубина': '533 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-32/,Товар №32,"13,300","{'Ширина': '332 см.', 'Высота': '432 см.', 'Глубина': '532 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-95/,Товар №95,"5,100","{'Ширина': '395 см.', 'Высота': '495 см.', 'Глубина': '595 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-73/,Товар №73,"15,600","{'Ширина': '373 см.', 'Высота': '473 см.', 'Глубина': '573 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-31/,Товар №31,"10,300","{'Ширина': '331 см.', 'Высота': '431 см.', 'Глубина': '531 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-84/,Товар №84,"5,700","{'Ширина': '384 см.', 'Высота': '484 см.', 'Глубина': '584 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-30/,Товар №30,"4,100","{'Ширина': '330 см.', 'Высота': '430 см.', 'Глубина': '530 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-83/,Товар №83,"8,600","{'Ширина': '383 см.', 'Высота': '483 см.', 'Глубина': '583 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-82/,Товар №82,"6,300","{'Ширина': '382 см.', 'Высота': '482 см.', 'Глубина': '582 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-81/,Товар №81,"19,400","{'Ширина': '381 см.', 'Высота': '481 см.', 'Глубина': '581 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-80/,Товар №80,"18,700","{'Ширина': '380 см.', 'Высота': '480 см.', 'Глубина': '580 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-77/,Товар №77,"15,900","{'Ширина': '377 см.', 'Высота': '477 см.', 'Глубина': '577 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-79/,Товар №79,"9,200","{'Ширина': '379 см.', 'Высота': '479 см.', 'Глубина': '579 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-78/,Товар №78,"6,300","{'Ширина': '378 см.', 'Высота': '478 см.', 'Глубина': '578 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-75/,Товар №75,"2,000","{'Ширина': '375 см.', 'Высота': '475 см.', 'Глубина': '575 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-76/,Товар №76,"2,000","{'Ширина': '376 см.', 'Высота': '476 см.', 'Глубина': '576 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-74/,Товар №74,"12,700","{'Ширина': '374 см.', 'Высота': '474 см.', 'Глубина': '574 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-29/,Товар №29,"8,000","{'Ширина': '329 см.', 'Высота': '429 см.', 'Глубина': '529 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-27/,Товар №27,"18,500","{'Ширина': '327 см.', 'Высота': '427 см.', 'Глубина': '527 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-28/,Товар №28,"14,900","{'Ширина': '328 см.', 'Высота': '428 см.', 'Глубина': '528 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-26/,Товар №26,"19,900","{'Ширина': '326 см.', 'Высота': '426 см.', 'Глубина': '526 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-25/,Товар №25,"5,900","{'Ширина': '325 см.', 'Высота': '425 см.', 'Глубина': '525 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-94/,Товар №94,"18,900","{'Ширина': '394 см.', 'Высота': '494 см.', 'Глубина': '594 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-96/,Товар №96,"1,600","{'Ширина': '396 см.', 'Высота': '496 см.', 'Глубина': '596 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-51/,Товар №51,"13,000","{'Ширина': '351 см.', 'Высота': '451 см.', 'Глубина': '551 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-60/,Товар №60,"10,700","{'Ширина': '360 см.', 'Высота': '460 см.', 'Глубина': '560 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-58/,Товар №58,"19,400","{'Ширина': '358 см.', 'Высота': '458 см.', 'Глубина': '558 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-59/,Товар №59,"5,300","{'Ширина': '359 см.', 'Высота': '459 см.', 'Глубина': '559 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-57/,Товар №57,"15,800","{'Ширина': '357 см.', 'Высота': '457 см.', 'Глубина': '557 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-56/,Товар №56,"18,500","{'Ширина': '356 см.', 'Высота': '456 см.', 'Глубина': '556 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-54/,Товар №54,"13,200","{'Ширина': '354 см.', 'Высота': '454 см.', 'Глубина': '554 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-55/,Товар №55,"9,200","{'Ширина': '355 см.', 'Высота': '455 см.', 'Глубина': '555 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-53/,Товар №53,"2,100","{'Ширина': '353 см.', 'Высота': '453 см.', 'Глубина': '553 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-52/,Товар №52,"1,300","{'Ширина': '352 см.', 'Высота': '452 см.', 'Глубина': '552 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-93/,Товар №93,"10,200","{'Ширина': '393 см.', 'Высота': '493 см.', 'Глубина': '593 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-50/,Товар №50,"3,000","{'Ширина': '350 см.', 'Высота': '450 см.', 'Глубина': '550 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-49/,Товар №49,"12,700","{'Ширина': '349 см.', 'Высота': '449 см.', 'Глубина': '549 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-92/,Товар №92,"2,500","{'Ширина': '392 см.', 'Высота': '492 см.', 'Глубина': '592 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-90/,Товар №90,"7,900","{'Ширина': '390 см.', 'Высота': '490 см.', 'Глубина': '590 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-91/,Товар №91,"16,300","{'Ширина': '391 см.', 'Высота': '491 см.', 'Глубина': '591 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-89/,Товар №89,"4,000","{'Ширина': '389 см.', 'Высота': '489 см.', 'Глубина': '589 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-86/,Товар №86,"13,500","{'Ширина': '386 см.', 'Высота': '486 см.', 'Глубина': '586 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-85/,Товар №85,"9,000","{'Ширина': '385 см.', 'Высота': '485 см.', 'Глубина': '585 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-48/,Товар №48,"7,300","{'Ширина': '348 см.', 'Высота': '448 см.', 'Глубина': '548 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-47/,Товар №47,"7,900","{'Ширина': '347 см.', 'Высота': '447 см.', 'Глубина': '547 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-46/,Товар №46,"19,600","{'Ширина': '346 см.', 'Высота': '446 см.', 'Глубина': '546 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-45/,Товар №45,"1,200","{'Ширина': '345 см.', 'Высота': '445 см.', 'Глубина': '545 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-44/,Товар №44,"6,900","{'Ширина': '344 см.', 'Высота': '444 см.', 'Глубина': '544 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-43/,Товар №43,"14,500","{'Ширина': '343 см.', 'Высота': '443 см.', 'Глубина': '543 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-41/,Товар №41,"1,200","{'Ширина': '341 см.', 'Высота': '441 см.', 'Глубина': '541 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-40/,Товар №40,"7,900","{'Ширина': '340 см.', 'Высота': '440 см.', 'Глубина': '540 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-39/,Товар №39,"6,700","{'Ширина': '339 см.', 'Высота': '439 см.', 'Глубина': '539 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-37/,Товар №37,"2,400","{'Ширина': '337 см.', 'Высота': '437 см.', 'Глубина': '537 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-38/,Товар №38,"5,200","{'Ширина': '338 см.', 'Высота': '438 см.', 'Глубина': '538 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-72/,Товар №72,"14,700","{'Ширина': '372 см.', 'Высота': '472 см.', 'Глубина': '572 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-71/,Товар №71,"18,500","{'Ширина': '371 см.', 'Высота': '471 см.', 'Глубина': '571 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-70/,Товар №70,"11,200","{'Ширина': '370 см.', 'Высота': '470 см.', 'Глубина': '570 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-69/,Товар №69,"3,900","{'Ширина': '369 см.', 'Высота': '469 см.', 'Глубина': '569 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-68/,Товар №68,"4,800","{'Ширина': '368 см.', 'Высота': '468 см.', 'Глубина': '568 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-67/,Товар №67,"2,500","{'Ширина': '367 см.', 'Высота': '467 см.', 'Глубина': '567 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-66/,Товар №66,"4,500","{'Ширина': '366 см.', 'Высота': '466 см.', 'Глубина': '566 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-42/,Товар №42,"17,100","{'Ширина': '342 см.', 'Высота': '442 см.', 'Глубина': '542 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-64/,Товар №64,"16,600","{'Ширина': '364 см.', 'Высота': '464 см.', 'Глубина': '564 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-65/,Товар №65,"10,600","{'Ширина': '365 см.', 'Высота': '465 см.', 'Глубина': '565 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-63/,Товар №63,"14,300","{'Ширина': '363 см.', 'Высота': '463 см.', 'Глубина': '563 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-61/,Товар №61,"8,400","{'Ширина': '361 см.', 'Высота': '461 см.', 'Глубина': '561 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-62/,Товар №62,"13,000","{'Ширина': '362 см.', 'Высота': '462 см.', 'Глубина': '562 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-24/,Товар №24,"13,600","{'Ширина': '324 см.', 'Высота': '424 см.', 'Глубина': '524 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-23/,Товар №23,"9,900","{'Ширина': '323 см.', 'Высота': '423 см.', 'Глубина': '523 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-22/,Товар №22,"4,800","{'Ширина': '322 см.', 'Высота': '422 см.', 'Глубина': '522 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-21/,Товар №21,"1,400","{'Ширина': '321 см.', 'Высота': '421 см.', 'Глубина': '521 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-88/,Товар №88,"14,800","{'Ширина': '388 см.', 'Высота': '488 см.', 'Глубина': '588 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-19/,Товар №19,"5,000","{'Ширина': '319 см.', 'Высота': '419 см.', 'Глубина': '519 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-18/,Товар №18,"1,100","{'Ширина': '318 см.', 'Высота': '418 см.', 'Глубина': '518 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-20/,Товар №20,"19,800","{'Ширина': '320 см.', 'Высота': '420 см.', 'Глубина': '520 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-17/,Товар №17,"19,300","{'Ширина': '317 см.', 'Высота': '417 см.', 'Глубина': '517 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-16/,Товар №16,"14,200","{'Ширина': '316 см.', 'Высота': '416 см.', 'Глубина': '516 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-15/,Товар №15,"12,700","{'Ширина': '315 см.', 'Высота': '415 см.', 'Глубина': '515 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-14/,Товар №14,"3,500","{'Ширина': '314 см.', 'Высота': '414 см.', 'Глубина': '514 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-111/,Товар №111,"4,700","{'Ширина': '3111 см.', 'Высота': '4111 см.', 'Глубина': '5111 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-110/,Товар №110,"5,100","{'Ширина': '3110 см.', 'Высота': '4110 см.', 'Глубина': '5110 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-109/,Товар №109,"10,400","{'Ширина': '3109 см.', 'Высота': '4109 см.', 'Глубина': '5109 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-107/,Товар №107,"9,600","{'Ширина': '3107 см.', 'Высота': '4107 см.', 'Глубина': '5107 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-106/,Товар №106,"14,700","{'Ширина': '3106 см.', 'Высота': '4106 см.', 'Глубина': '5106 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-105/,Товар №105,"18,800","{'Ширина': '3105 см.', 'Высота': '4105 см.', 'Глубина': '5105 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-104/,Товар №104,"4,900","{'Ширина': '3104 см.', 'Высота': '4104 см.', 'Глубина': '5104 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-13/,Товар №13,"16,800","{'Ширина': '313 см.', 'Высота': '413 см.', 'Глубина': '513 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-102/,Товар №102,"19,400","{'Ширина': '3102 см.', 'Высота': '4102 см.', 'Глубина': '5102 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-103/,Товар №103,"16,800","{'Ширина': '3103 см.', 'Высота': '4103 см.', 'Глубина': '5103 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-101/,Товар №101,"8,200","{'Ширина': '3101 см.', 'Высота': '4101 см.', 'Глубина': '5101 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-100/,Товар №100,"2,500","{'Ширина': '3100 см.', 'Высота': '4100 см.', 'Глубина': '5100 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-99/,Товар №99,"13,200","{'Ширина': '399 см.', 'Высота': '499 см.', 'Глубина': '599 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-98/,Товар №98,"5,400","{'Ширина': '398 см.', 'Высота': '498 см.', 'Глубина': '598 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-97/,Товар №97,"17,200","{'Ширина': '397 см.', 'Высота': '497 см.', 'Глубина': '597 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-5/,Товар №5,"9,700","{'Ширина': '35 см.', 'Высота': '45 см.', 'Глубина': '55 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-3/,Товар №3,"4,300","{'Ширина': '33 см.', 'Высота': '43 см.', 'Глубина': '53 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-4/,Товар №4,"18,400","{'Ширина': '34 см.', 'Высота': '44 см.', 'Глубина': '54 см.'}"
https://parsemachine.com/sandbox/catalog/tovar-2/,Товар №2,"2,000","{'Ширина': '32 см.', 'Высота': '42 см.', 'Глубина': '52 см.'}"
